voucher_id,transaction_date,transaction_type,department_code,partner_code,evidence_type,evidence_no,description,debit_account_1,debit_amount_1,debit_account_2,debit_amount_2,credit_account_1,credit_amount_1,credit_account_2,credit_amount_2,supply_amount,vat_amount,total_amount,remarks,error_count,error_types,processing_status
JV2026081467,2026-08-10,경영서비스 수수료,D001,V008,전자세금계산서,TAX-202608-0467,회계 자문 수수료,5160,2380000,1180.0,238000,2120,2618000,,0,2380000,238000,2618000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081468,2026-08-07,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0468,합성고무 원재료 구매,1210,4840000,1180.0,484000,2110,5324000,,0,4840000,484000,5324000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081469,2026-08-27,산업용 소모품 구매,D004,V003,법인카드,CARD-202608-0469,제품 포장재 구매,5130,220000,1180.0,22000,2140,242000,,0,220000,22000,242000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081470,2026-08-22,공장 전기요금,D004,V006,전자세금계산서,,생산1공장 전기요금,5150,3190000,1180.0,319000,2120,3509000,,0,3190000,319000,3509000,포트폴리오용 합성 거래,1,필수값 누락,검토 필요
JV2026081471,2026-08-10,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0471,자동차부품용 소재 매입,1210,4770000,1180.0,477000,2110,5247000,,0,4770000,477000,5247000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081472,2026-08-16,산업용 소모품 구매,D007,V004,법인카드,TAX-202608-0472,,5130,580000,1180.0,58000,2110,638000,,0,580000,58000,638000,포트폴리오용 합성 거래,1,필수값 누락,검토 필요
JV2026081473,2026-08-24,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0473,합성고무 원재료 구매,1210,6300000,1180.0,630000,2110,6930000,,0,6300000,630000,6930000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081474,2026-08-25,제품 판매,D006,C003,전자세금계산서,TAX-202608-0474,자동차용 씰링부품 외상 판매,1130,4895000,,0,4110,4450000,2180.0,445000,4450000,445000,4895000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081475,2026-08-23,제품 판매,D006,C002,전자세금계산서,TAX-202608-0475,자동차용 고무부품 외상 판매,1130,5951000,,0,4110,5410000,2180.0,541000,5410000,541000,5951000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081476,2026-08-12,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0476,자동차부품용 소재 매입,1210,3250000,1180.0,325000,2110,3575000,,0,3250000,335000,3575000,포트폴리오용 합성 거래,1,부가세 계산 오류,검토 필요
JV2026081477,2026-08-17,운송비,D007,V005,전자세금계산서,TAX-202608-0477,제품 납품 운송비,5140,560000,1180.0,56000,2120,616000,,0,560000,56000,616000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081478,2026-08-11,공장 전기요금,D004,V006,전자세금계산서,TAX-202608-0478,공장 설비 전력 사용료,5150,2370000,1180.0,237000,2120,2607000,,0,2370000,237000,2607000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081479,2026-08-25,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0479,고무 원재료 외상 매입,1210,3530000,1180.0,353000,2110,3883000,,0,3530000,353000,3883000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081480,2026-08-07,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0480,자동차부품용 소재 매입,1210,6960000,1180.0,696000,2110,7656000,,0,6960000,696000,7656000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081481,2026-08-22,생산설비 구매,D002,V007,전자세금계산서,TAX-202608-0481,품질검사 설비 구매,1510,36840000,1180.0,3684000,2120,40524000,,0,36840000,3684000,40524000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081482,2026-08-11,경영서비스 수수료,D001,V008,전자세금계산서,TAX-202608-0482,회계 자문 수수료,5160,2800000,1180.0,280000,2120,3080000,,0,2800000,280000,3080000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081483,2026-08-26,산업용 소모품 구매,D005,V004,법인카드,TAX-202608-0483,현장 안전용품 구매,5130,510000,1180.0,51000,2110,561000,,0,510000,51000,561000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081484,2026-08-04,제품 판매,D006,C001,전자세금계산서,TAX-202608-0484,자동차용 씰링부품 외상 판매,1130,11473000,,0,4110,10430000,2180.0,1043000,10430000,1043000,11473000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081485,2026-08-09,공장 전기요금,D004,V006,전자세금계산서,TAX-202608-0485,공장 설비 전력 사용료,5150,2350000,1180.0,235000,2120,2585000,,0,2350000,235000,2585000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081486,2026-08-04,산업용 소모품 구매,D003,V004,법인카드,TAX-202608-0486,제품 포장재 구매,5130,220000,1180.0,22000,2110,242000,,0,220000,22000,242000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081487,2026-08-28,운송비,D007,V005,전자세금계산서,TAX-202608-0487,원재료 입고 운송비,5140,240000,1180.0,24000,2120,264000,,0,240000,24000,264000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081488,2026-08-08,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0488,고무 원재료 외상 매입,1210,3290000,1180.0,329000,2110,3619000,,0,3290000,329000,3619000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081489,2026-08-12,공장 전기요금,D003,V006,전자세금계산서,,생산2공장 전기요금,5150,4800000,1180.0,480000,2120,5280000,,0,4800000,480000,5280000,포트폴리오용 합성 거래,1,필수값 누락,검토 필요
JV2026081490,2026-08-06,운송비,D007,V005,전자세금계산서,TAX-202608-0490,원재료 입고 운송비,5140,1490000,1180.0,149000,2120,1639000,,0,1490000,149000,1639000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081491,2026-08-17,제품 판매,D006,C002,전자세금계산서,TAX-202608-0491,자동차용 씰링부품 외상 판매,1130,7183000,,0,4110,6530000,2180.0,653000,6530000,653000,7183000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081492,2026-08-12,산업용 소모품 구매,D007,V004,법인카드,TAX-202608-0492,검사용 소모품 구매,5130,670000,1180.0,67000,2110,737000,,0,670000,67000,737000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081493,2026-08-31,제품 판매,D006,C001,전자세금계산서,TAX-202608-0493,자동차용 고무부품 외상 판매,1130,17886000,,0,4110,16260000,2180.0,1626000,16260000,1626000,17886000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081494,2026-08-30,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0494,합성고무 원재료 구매,1210,7690000,1180.0,769000,2110,8459000,,0,7690000,769000,8459000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081495,2026-08-16,운송비,D007,V005,전자세금계산서,TAX-202608-0495,제품 납품 운송비,5140,220000,1180.0,22000,2120,242000,,0,220000,22000,242000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081496,2026-08-28,제품 판매,D006,C001,전자세금계산서,TAX-202608-0496,방진부품 외상 판매,1130,10186000,,0,4110,9260000,2180.0,926000,9260000,926000,10186000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081497,2026-08-25,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0497,고무 원재료 외상 매입,1210,3850000,1180.0,385000,2110,4235000,,0,3850000,385000,4235000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081498,2026-08-22,운송비,D007,V005,전자세금계산서,TAX-202608-0498,원재료 입고 운송비,5140,510000,1180.0,51000,2120,561000,,0,510000,51000,561000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081499,2026-08-20,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0499,합성고무 원재료 구매,1210,6080000,1180.0,608000,2110,6688000,,0,6080000,608000,6688000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081500,2026-08-18,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0500,자동차부품용 소재 매입,1210,6770000,1180.0,677000,2110,7447000,,0,6770000,677000,7447000,포트폴리오용 합성 거래,0,없음,입력 가능
